,prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
1515,"K2Mo3O10_ICSD_16870
",15,15,3.2667,5.31651,K4Mo6O20
1516,"K2Mo3O10_ICSD_24118
",15,15,3.2778,5.33147,K4Mo6O20
1517,"Bi2Se3_ICSD_165226
",166,166,0.3006,1.31821,Bi2Se3
1518,"Bi2Se3_ICSD_42545
",166,166,0.3242,1.35002,Bi2Se3
1519,"Bi2Se3_ICSD_617072
",166,166,0.3929,1.44263,Bi2Se3
1520,"Bi2Se3_ICSD_617083
",166,166,0.4893,1.57258,Bi2Se3
1521,"Bi2Se3_ICSD_617079
",166,166,0.3512,1.38642,Bi2Se3
1522,"Bi2Se3_ICSD_617101
",166,166,0.3901,1.43885,Bi2Se3
1523,"Bi2Se3_ICSD_20385
",166,166,0.4947,1.57986,Bi2Se3
1524,"Ag1Cl1O2_ICSD_16717
",67,67,0.9761,2.22878,Ag2Cl2O4
1525,"Bi2Mo1O6_ICSD_14266
",29,29,2.1065,3.75256,Bi8Mo4O24
1526,"Bi2Mo1O6_ICSD_17070
",61,61,0.4413,1.50787,Bi8Mo4O24
1527,"Bi2Mo1O6_ICSD_47139
",29,29,2.1092,3.7562,Bi8Mo4O24
1528,"Bi2Mo1O6_ICSD_201685
",29,29,2.1102,3.75755,Bi8Mo4O24
1529,"Nb2O5_ICSD_17027
",139,139,1.4641,2.88661,Nb16O40
1530,"Cl1F3_ICSD_19079
",62,62,2.5712,4.37898,Cl4F12
1531,"S14_ICSD_408504
",2,2,2.4952,4.27653,S28
1532,"S7_ICSD_16469
",14,14,2.545,4.34366,S28
1533,"Co1F3_ICSD_77618
",167,167,0.0,0.0,Co2F6
1534,"Co1F3_ICSD_16672
",167,167,1.4787,2.90629,Co2F6
1535,"Hg1I2_ICSD_18126
",141,141,1.3503,2.7332,Hg8I16
1536,"Hg1I2_ICSD_281133
",137,137,1.4041,2.80573,Hg8I16
1537,"Mn1P4_ICSD_16416
",2,2,1.054,2.33379,Mn6P24
1538,"C1_ICSD_88811
",67,191,0.0,0.0,C8
1539,"C1_ICSD_88815
",67,191,0.0,0.0,C8
1540,"C1_ICSD_186577
",65,65,3.3312,5.40346,C8
1541,"C1_ICSD_88816
",65,65,0.0,0.0,C8
1542,"C1_ICSD_88812
",65,65,0.0,0.0,C8
1543,"C1_ICSD_66466
",194,194,4.5299,7.01931,C8
1544,"C1_ICSD_182760
",12,12,3.489,5.61617,C8
1545,"C1_ICSD_88820
",206,206,2.4527,4.21924,C8
1546,"C1_ICSD_88819
",206,206,2.4499,4.21547,C8
1547,"C1_ICSD_88818
",206,206,2.4492,4.21452,C8
1548,"C8_ICSD_20351
",229,229,3.006,4.96509,C8
1549,"C1_ICSD_88821
",206,206,2.4526,4.2191,C8
1550,"C8_ICSD_74655
",206,206,2.4528,4.21937,C8
1551,"Nb2O5_ICSD_188461
",15,15,2.7799,4.66031,Nb4O10
1552,"Nb2O5_ICSD_188460
",15,15,2.7687,4.64521,Nb4O10
1553,"Nb2O5_ICSD_71317
",15,15,2.7746,4.65316,Nb4O10
1554,"O2_ICSD_43430
",166,166,1.7335,3.24976,O2
1555,"O2_ICSD_15535
",166,166,1.543,2.99296,O2
1556,"O2_ICSD_173934
",166,166,1.7418,3.26095,O2
1557,"O2_ICSD_173933
",12,12,1.6303,3.11064,O2
1558,"O2_ICSD_18311
",12,12,1.6188,3.09514,O2
1559,"O2_ICSD_173932
",12,12,1.6241,3.10229,O2
1560,"O2_ICSD_43074
",12,12,0.0,0.0,O2
1561,"Cu2S1_ICSD_16550
",96,96,0.3696,1.41122,Cu8S4
1562,"As1C3N3_ICSD_18199
",5,5,4.7212,7.27718,As2C6N6
1563,"As1C3N3_ICSD_35330
",5,5,4.2277,6.61194,As2C6N6
1564,"Al1H1O2_ICSD_173077
",59,59,3.9628,6.25485,Al4H4O8
1565,"Al1H1O2_ICSD_16768
",59,59,3.8395,6.08865,Al4H4O8
1566,"Al1H1O2_ICSD_169040
",59,59,3.964,6.25647,Al4H4O8
1567,"Al1H1O2_ICSD_173075
",59,59,0.0,0.0,Al4H4O8
1568,"Al1H1O2_ICSD_64982
",59,59,3.9428,6.22789,Al4H4O8
1569,"Al1H1O2_ICSD_169039
",59,59,3.9477,6.2345,Al4H4O8
1570,"Al1H1O2_ICSD_200952
",59,59,3.9812,6.27966,Al4H4O8
1571,"Al1H1O2_ICSD_173078
",59,59,0.0,0.0,Al4H4O8
1572,"Al1H1O2_ICSD_66800
",59,59,3.9953,6.29866,Al4H4O8
1573,"Al1H1O2_ICSD_173076
",59,59,3.9304,6.21118,Al4H4O8
1574,"Al1H1O2_ICSD_29344
",59,59,3.9174,6.19366,Al4H4O8
1575,"Al1H1O2_ICSD_173074
",59,59,3.9125,6.18705,Al4H4O8
1576,"Ca1O2_ICSD_20275
",139,139,2.7622,4.63645,Ca1O2
1577,"Ca1O2_ICSD_619462
",139,139,2.7202,4.57983,Ca1O2
1578,"Ag1C1N1O1_ICSD_30516
",63,63,2.6659,4.50663,Ag2C2N2O2
1579,"Ag1C1N1O1_ICSD_23832
",63,63,2.6837,4.53063,Ag2C2N2O2
1580,"Ag1C1N1O1_ICSD_18149
",11,11,3.2981,5.35884,Ag2C2N2O2
1581,"Ag1C1N1O1_ICSD_157548
",11,11,3.2998,5.36113,Ag2C2N2O2
1582,"Ag1C1N1O1_ICSD_260378
",59,59,1.9868,3.59121,Ag2C2N2O2
1583,"Mn4Si7_ICSD_20323
",116,116,0.8825,2.10261,Mn16Si28
1584,"Mn4Si7_ICSD_183036
",116,116,0.8798,2.09897,Mn16Si28
1585,"Mn4Si7_ICSD_97393
",116,116,0.8793,2.0983,Mn16Si28
1586,"P4S5_ICSD_60647
",4,4,2.4522,4.21857,P8S10
1587,"P4S5_ICSD_16681
",4,4,2.4544,4.22153,P8S10
1588,"P4S5_ICSD_1995
",11,11,2.454,4.22099,P8S10
1589,"P4S5_ICSD_23841
",4,4,2.4452,4.20913,P8S10
1590,"B1H1O2_ICSD_183581
",14,14,5.4166,8.21458,B12H12O24
1591,"Ge1Se1_ICSD_637853
",62,62,0.7753,1.9581,Ge4Se4
1592,"Ge1Se1_ICSD_637854
",62,62,0.8234,2.02294,Ge4Se4
1593,"Ge1Se1_ICSD_25831
",62,62,0.4396,1.50558,Ge4Se4
1594,"Ge1Se1_ICSD_41738
",59,59,0.0,0.0,Ge4Se4
1595,"Ge1Se1_ICSD_637866
",62,62,0.7668,1.94665,Ge4Se4
1596,"Ge1Se1_ICSD_637852
",62,62,0.7919,1.98048,Ge4Se4
1597,"Ge1Se1_ICSD_637863
",62,62,0.7653,1.94462,Ge4Se4
1598,"Ge1Se1_ICSD_23953
",62,62,0.4009,1.45341,Ge4Se4
1599,"Ge1Se1_ICSD_17006
",62,62,0.3921,1.44155,Ge4Se4
1600,"Ge1S2_ICSD_167194
",122,122,2.5103,4.29688,Ge2S4
1601,"Ge1S2_ICSD_16951
",122,122,2.503,4.28704,Ge2S4
1602,"Ge1S2_ICSD_637784
",122,122,2.4672,4.23879,Ge2S4
1603,"Cd1Ge1O3_ICSD_23531
",88,88,1.3597,2.74588,Cd16Ge16O48
1604,"Be1O1_ICSD_18147
",136,136,7.0887,10.4686,Be4O4
1605,"Be1O1_ICSD_654407
",136,136,7.085,10.4636,Be4O4
1606,"Sb2Te2_ICSD_20459
",164,164,0.0,0.0,Sb6Te6
1607,"Cd1P2_ICSD_16500
",96,96,1.4518,2.87003,Cd8P16
1608,"Cd1P2_ICSD_620210
",92,92,1.4511,2.86908,Cd8P16
1609,"Cd1P2_ICSD_62336
",96,96,1.4453,2.86126,Cd8P16
1610,"Cd1P2_ICSD_620215
",92,92,1.4519,2.87016,Cd8P16
1611,"Cd1P2_ICSD_654449
",92,92,1.4497,2.8672,Cd8P16
1612,"Ba1Cd1Ge1S4_ICSD_23343
",43,43,2.6847,4.53198,Ba8Cd8Ge8S32
1613,"Ge3N4_ICSD_637157
",176,176,1.8107,3.35382,Ge6N8
1614,"Ge3N4_ICSD_23672
",176,176,1.8007,3.34034,Ge6N8
1615,"Ge3N4_ICSD_658934
",176,176,1.8125,3.35625,Ge6N8
1616,"Ge3N4_ICSD_156338
",227,227,1.8424,3.39656,Ge6N8
1617,"Ge3N4_ICSD_97568
",227,227,1.8468,3.40249,Ge6N8
1618,"Ge3N4_ICSD_87767
",227,227,1.848,3.4041,Ge6N8
1619,"Ge3N4_ICSD_97569
",220,220,1.5553,3.00954,Ge6N8
1620,"Se1_ICSD_164269
",152,152,0.9795,2.23337,Se3
1621,"Se1_ICSD_164264
",152,152,0.9509,2.19481,Se3
1622,"Se1_ICSD_23068
",152,152,0.9795,2.23337,Se3
1623,"Se1_ICSD_40016
",152,152,0.9644,2.21301,Se3
1624,"Se1_ICSD_164266
",152,152,0.984,2.23943,Se3
1625,"Se1_ICSD_164267
",152,152,0.9889,2.24604,Se3
1626,"Se1_ICSD_164265
",152,152,0.9806,2.23485,Se3
1627,"Se1_ICSD_426974
",152,152,1.0032,2.26531,Se3
1628,"Se1_ICSD_164263
",152,152,0.9825,2.23741,Se3
1629,"Se1_ICSD_23073
",152,152,0.984,2.23943,Se3
1630,"Se1_ICSD_23069
",152,152,0.9817,2.23633,Se3
1631,"Se1_ICSD_659253
",152,152,0.975,2.2273,Se3
1632,"Se1_ICSD_651852
",152,152,0.9737,2.22555,Se3
1633,"Se1_ICSD_164261
",152,152,0.9708,2.22164,Se3
1634,"Se1_ICSD_23070
",152,152,0.984,2.23943,Se3
1635,"Se1_ICSD_40018
",152,152,0.9786,2.23215,Se3
1636,"Se1_ICSD_164268
",152,152,0.9809,2.23525,Se3
1637,"Se1_ICSD_651850
",152,152,0.9752,2.22757,Se3
1638,"Se1_ICSD_651846
",152,152,0.9773,2.2304,Se3
1639,"Se1_ICSD_23072
",152,152,0.9875,2.24415,Se3
1640,"Se1_ICSD_23071
",152,152,0.9806,2.23485,Se3
1641,"Se1_ICSD_164262
",152,152,0.9828,2.23781,Se3
1642,"Se1_ICSD_164271
",152,152,0.9764,2.22919,Se3
1643,"Se1_ICSD_200685
",152,152,0.9795,2.23337,Se3
1644,"Se1_ICSD_164270
",152,152,0.9827,2.23768,Se3
1645,"Se1_ICSD_53801
",152,152,0.9791,2.23283,Se3
1646,"Se1_ICSD_22251
",152,152,0.9784,2.23188,Se3
1647,"Mg3N2_ICSD_23522
",206,206,1.5097,2.94808,Mg24N16
1648,"Mg3N2_ICSD_84917
",206,206,1.5137,2.95347,Mg24N16
1649,"Mg3N2_ICSD_411210
",206,206,1.5127,2.95212,Mg24N16
1650,"Mg3N2_ICSD_408145
",206,206,1.5128,2.95225,Mg24N16
1651,"P1_ICSD_36434
",64,64,0.1401,1.10185,P4
1652,"P1_ICSD_36438
",64,64,0.1323,1.09134,P4
1653,"P1_ICSD_36432
",64,64,0.139,1.10037,P4
1654,"P1_ICSD_647884
",64,64,0.1082,1.05885,P4
1655,"P1_ICSD_27847
",64,139,0.0,0.0,P4
1656,"P1_ICSD_426963
",64,64,0.1448,1.10819,P4
1657,"P1_ICSD_36437
",64,64,0.1109,1.06249,P4
1658,"P1_ICSD_98119
",64,64,0.1356,1.09579,P4
1659,"P1_ICSD_36441
",64,64,0.1413,1.10347,P4
1660,"P1_ICSD_162244
",63,221,0.0,0.0,P4
1661,"P1_ICSD_36433
",64,64,0.1204,1.0753,P4
1662,"P1_ICSD_36435
",64,64,0.1354,1.09552,P4
1663,"P1_ICSD_36442
",64,64,0.1414,1.10361,P4
1664,"P1_ICSD_187465
",64,64,0.1153,1.06842,P4
1665,"P1_ICSD_36436
",64,64,0.1412,1.10334,P4
1666,"P1_ICSD_600027
",64,64,0.1301,1.08837,P4
1667,"P1_ICSD_187464
",64,64,0.1401,1.10185,P4
1668,"P1_ICSD_36439
",64,64,0.1276,1.085,P4
1669,"P1_ICSD_602907
",64,64,0.1326,1.09174,P4
1670,"P1_ICSD_36440
",64,64,0.1432,1.10603,P4
1671,"P1_ICSD_654168
",64,64,0.1188,1.07314,P4
1672,"P1_ICSD_150873
",64,64,0.1394,1.10091,P4
1673,"P1_ICSD_647886
",64,64,0.1145,1.06735,P4
1674,"P1_ICSD_23836
",64,64,0.1323,1.09134,P4
1675,"P1_ICSD_169539
",69,123,0.0,0.0,P4
1676,"Co2Ge1O4_ICSD_21115
",227,227,0.0,0.0,Co4Ge2O8
1677,"Co2Ge1O4_ICSD_29348
",227,227,0.0,0.0,Co4Ge2O8
1678,"Li2Mn1O3_ICSD_21022
",15,12,2.4527,4.21924,Li8Mn4O12
1679,"Te1_ICSD_23062
",152,152,0.1533,1.11965,Te3
1680,"Te1_ICSD_96502
",152,152,0.1578,1.12571,Te3
1681,"Te1_ICSD_653048
",154,154,0.1521,1.11803,Te3
1682,"Te1_ICSD_76150
",152,152,0.1523,1.1183,Te3
1683,"Te1_ICSD_23064
",152,152,0.1519,1.11776,Te3
1684,"Te1_ICSD_40042
",152,152,0.1523,1.1183,Te3
1685,"Te1_ICSD_653047
",152,152,0.1574,1.12518,Te3
1686,"Te1_ICSD_161690
",152,152,0.1534,1.11978,Te3
1687,"Te1_ICSD_23060
",152,152,0.1507,1.11614,Te3
1688,"Te1_ICSD_23063
",152,152,0.1515,1.11722,Te3
1689,"Te1_ICSD_426980
",152,152,0.157,1.12464,Te3
1690,"Te1_ICSD_23066
",152,152,0.1555,1.12261,Te3
1691,"Te1_ICSD_40041
",152,152,0.1552,1.12221,Te3
1692,"Te1_ICSD_23059
",152,152,0.1532,1.11951,Te3
1693,"Te1_ICSD_23065
",152,152,0.1585,1.12666,Te3
1694,"Te1_ICSD_40008
",152,152,0.1552,1.12221,Te3
1695,"Te1_ICSD_653045
",152,152,0.1581,1.12612,Te3
1696,"Te1_ICSD_23067
",152,152,0.1537,1.12019,Te3
1697,"Te1_ICSD_23061
",152,152,0.1545,1.12127,Te3
1698,"Te1_ICSD_65692
",152,152,0.1587,1.12693,Te3
1699,"Te1_ICSD_23058
",152,152,0.1534,1.11978,Te3
1700,"Te1_ICSD_97742
",12,166,0.0,0.0,Te3
1701,"K1Mn1O4_ICSD_44416
",62,62,2.0516,3.67856,K4Mn4O16
1702,"K1Mn1O4_ICSD_52378
",62,62,2.0501,3.67653,K4Mn4O16
1703,"K1Mn1O4_ICSD_89506
",62,62,2.0649,3.69649,K4Mn4O16
1704,"K1Mn1O4_ICSD_44625
",62,62,2.0552,3.68341,K4Mn4O16
1705,"K1Mn1O4_ICSD_22244
",62,62,2.0581,3.68732,K4Mn4O16
1706,"K1Mn1O4_ICSD_170088
",62,62,2.0568,3.68557,K4Mn4O16
1707,"K1Mn1O4_ICSD_413443
",62,62,2.0568,3.68557,K4Mn4O16
1708,"K2Ni1O2_ICSD_21069
",139,139,2.3312,4.05546,K2Ni1O2
1709,"K2Ni1O2_ICSD_201891
",139,139,2.3358,4.06166,K2Ni1O2
1710,"Ca1Mo1O4_ICSD_60557
",88,88,3.3415,5.41734,Ca2Mo2O8
1711,"Ca1Mo1O4_ICSD_60552
",88,88,3.3476,5.42556,Ca2Mo2O8
1712,"Ca1Mo1O4_ICSD_60558
",88,88,3.3479,5.42597,Ca2Mo2O8
1713,"Ca1Mo1O4_ICSD_60554
",88,88,3.3292,5.40076,Ca2Mo2O8
1714,"Ca1Mo1O4_ICSD_23699
",88,88,3.3617,5.44457,Ca2Mo2O8
1715,"Ca1Mo1O4_ICSD_417513
",88,88,3.3568,5.43797,Ca2Mo2O8
1716,"Ca1Mo1O4_ICSD_60555
",88,88,3.3423,5.41842,Ca2Mo2O8
1717,"Ca1Mo1O4_ICSD_183447
",88,88,3.3445,5.42139,Ca2Mo2O8
1718,"Ca1Mo1O4_ICSD_183446
",88,88,3.3463,5.42381,Ca2Mo2O8
1719,"Ca1Mo1O4_ICSD_60556
",88,88,3.3439,5.42058,Ca2Mo2O8
1720,"Ca1Mo1O4_ICSD_60553
",88,88,3.3452,5.42233,Ca2Mo2O8
1721,"Ca1Mo1O4_ICSD_22351
",88,88,3.3675,5.45239,Ca2Mo2O8
1722,"Ca1Mo1O4_ICSD_62219
",88,88,3.3448,5.42179,Ca2Mo2O8
1723,"Ca1Mo1O4_ICSD_77334
",88,88,3.3543,5.4346,Ca2Mo2O8
1724,"Li2O1_ICSD_108886
",166,225,4.9002,7.51847,Li2O1
1725,"Li2O1_ICSD_180569
",225,225,4.9035,7.52292,Li2O1
1726,"Li2O1_ICSD_60431
",225,225,4.9029,7.52211,Li2O1
1727,"Li2O1_ICSD_54368
",225,225,4.9042,7.52386,Li2O1
1728,"Li2O1_ICSD_173180
",225,225,4.9039,7.52346,Li2O1
1729,"Li2O1_ICSD_642216
",225,225,4.9044,7.52413,Li2O1
1730,"Li2O1_ICSD_173206
",225,225,4.904,7.52359,Li2O1
1731,"Li2O1_ICSD_173193
",225,225,4.904,7.52359,Li2O1
1732,"Li2O1_ICSD_57411
",225,225,4.9032,7.52251,Li2O1
1733,"Li2O1_ICSD_642219
",225,225,4.9035,7.52292,Li2O1
1734,"Li2O1_ICSD_22402
",225,225,4.9042,7.52386,Li2O1
1735,"Hg1I2_ICSD_412988
",36,36,2.257,3.95544,Hg2I4
1736,"Hg1I2_ICSD_22242
",36,36,2.1764,3.84679,Hg2I4
1737,"Hg1I2_ICSD_22401
",137,137,1.2862,2.6468,Hg2I4
1738,"Hg1I2_ICSD_36312
",137,137,1.1852,2.51065,Hg2I4
1739,"Hg1I2_ICSD_67069
",137,137,1.2863,2.64693,Hg2I4
1740,"Hg1I2_ICSD_412988
",36,36,2.257,3.95544,Hg2I4
1741,"Hg1I2_ICSD_22242
",36,36,2.1764,3.84679,Hg2I4
1742,"Hg1I2_ICSD_22401
",137,137,1.2862,2.6468,Hg2I4
1743,"Hg1I2_ICSD_36312
",137,137,1.1852,2.51065,Hg2I4
1744,"Hg1I2_ICSD_67069
",137,137,1.2863,2.64693,Hg2I4
1745,"As1I3_ICSD_56571
",148,148,2.2114,3.89397,As2I6
1746,"As1I3_ICSD_23003
",148,148,2.2221,3.90839,As2I6
1747,"As1I3_ICSD_56567
",148,148,2.2188,3.90394,As2I6
1748,"As1I3_ICSD_56568
",148,148,2.1742,3.84382,As2I6
1749,"As1I3_ICSD_26095
",148,148,2.2009,3.87981,As2I6
1750,"As1I3_ICSD_86495
",148,148,2.1906,3.86593,As2I6
1751,"Ge1I4_ICSD_67895
",205,205,1.9686,3.56667,Ge8I32
1752,"Ge1I4_ICSD_67896
",205,205,1.9763,3.57705,Ge8I32
1753,"Ge1I4_ICSD_22399
",205,205,1.993,3.59956,Ge8I32
1754,"Eu1I2_ICSD_22131
",14,14,3.4096,5.50914,Eu4I8
1755,"Eu1I2_ICSD_159329
",14,14,3.4043,5.502,Eu4I8
1756,"Eu1I2_ICSD_260561
",62,62,3.0917,5.08061,Eu4I8
1757,"Ba1S3_ICSD_23637
",113,113,1.3724,2.763,Ba2S6
1758,"Ba1S3_ICSD_70059
",113,113,1.3677,2.75666,Ba2S6
1759,"H4I1N1O4_ICSD_280083
",88,88,2.4219,4.17772,H8I2N2O8
1760,"Li1P5_ICSD_88710
",33,33,1.2522,2.60097,Li4P20
1761,"Ba1Mn2O8_ICSD_24128
",70,70,0.591,1.70967,Ba2Mn4O16
1762,"Ba1Mn2O8_ICSD_23443
",70,70,1.8496,3.40626,Ba2Mn4O16
1763,"Li1P7_ICSD_23621
",142,142,1.6471,3.13329,Li8P56
1764,"B1F3_ICSD_20904
",2,2,8.0465,11.7597,B8F24
1765,"B1F3_ICSD_24783
",14,14,8.0351,11.7443,B8F24
1766,"Co1H1O2_ICSD_22285
",166,166,2.7043,4.5584,Co1H1O2
1767,"Ge1I2_ICSD_23176
",164,164,1.9843,3.58784,Ge3I6
1768,"Ba1I2O6_ICSD_23276
",15,15,3.5429,5.68883,Ba2I4O12
1769,"Na1Nb1O3_ICSD_28571
",65,221,1.8307,3.38078,Na1Nb1O3
1770,"Na1Nb1O3_ICSD_28573
",65,221,1.8362,3.3882,Na1Nb1O3
1771,"Na1Nb1O3_ICSD_28564
",65,221,1.8347,3.38618,Na1Nb1O3
1772,"Na1Nb1O3_ICSD_28569
",65,221,1.8269,3.37566,Na1Nb1O3
1773,"Na1Nb1O3_ICSD_28566
",65,221,1.8354,3.38712,Na1Nb1O3
1774,"Na1Nb1O3_ICSD_28572
",65,221,1.8364,3.38847,Na1Nb1O3
1775,"Na1Nb1O3_ICSD_28577
",221,221,1.8346,3.38604,Na1Nb1O3
1776,"Na1Nb1O3_ICSD_28567
",65,221,1.8405,3.39399,Na1Nb1O3
1777,"Na1Nb1O3_ICSD_28568
",65,221,1.8285,3.37782,Na1Nb1O3
1778,"Na1Nb1O3_ICSD_28570
",65,221,1.8298,3.37957,Na1Nb1O3
1779,"Na1Nb1O3_ICSD_28575
",65,221,1.8369,3.38914,Na1Nb1O3
1780,"Na1Nb1O3_ICSD_28565
",65,221,1.8357,3.38752,Na1Nb1O3
1781,"Na1Nb1O3_ICSD_28576
",221,221,1.8375,3.38995,Na1Nb1O3
1782,"Na1Nb1O3_ICSD_28574
",65,221,1.8309,3.38105,Na1Nb1O3
1783,"Na1Nb1O3_ICSD_28579
",221,221,1.837,3.38928,Na1Nb1O3
1784,"Na1Nb1O3_ICSD_28584
",221,221,1.8393,3.39238,Na1Nb1O3
1785,"Na1Nb1O3_ICSD_28588
",221,221,1.8372,3.38955,Na1Nb1O3
1786,"Na1Nb1O3_ICSD_31867
",221,221,1.833,3.38388,Na1Nb1O3
1787,"Na1Nb1O3_ICSD_28578
",221,221,1.8358,3.38766,Na1Nb1O3
1788,"Na1Nb1O3_ICSD_28583
",221,221,1.8353,3.38698,Na1Nb1O3
1789,"Na1Nb1O3_ICSD_28580
",221,221,1.8368,3.38901,Na1Nb1O3
1790,"Na1Nb1O3_ICSD_28590
",221,221,1.8371,3.38941,Na1Nb1O3
1791,"Na1Nb1O3_ICSD_28585
",221,221,1.8367,3.38887,Na1Nb1O3
1792,"Na1Nb1O3_ICSD_28577
",221,221,1.8391,3.39211,Na1Nb1O3
1793,"Na1Nb1O3_ICSD_28587
",221,221,1.8373,3.38968,Na1Nb1O3
1794,"Na1Nb1O3_ICSD_28582
",221,221,1.8362,3.3882,Na1Nb1O3
1795,"Na1Nb1O3_ICSD_28581
",221,221,1.8359,3.38779,Na1Nb1O3
1796,"Na1Nb1O3_ICSD_28589
",221,221,1.837,3.38928,Na1Nb1O3
1797,"Na1Nb1O3_ICSD_28586
",221,221,1.8368,3.38901,Na1Nb1O3
1798,"Na1Nb1O3_ICSD_28576
",221,221,1.8391,3.39211,Na1Nb1O3
1799,"Na1Nb1O3_ICSD_28584
",221,221,1.8342,3.3855,Na1Nb1O3
1800,"Na1Nb1O3_ICSD_28583
",221,221,1.8345,3.38591,Na1Nb1O3
1801,"Cd1Ge1P2_ICSD_619934
",122,122,0.6927,1.84676,Cd2Ge2P4
1802,"Cd1Ge1P2_ICSD_619937
",122,122,0.6959,1.85107,Cd2Ge2P4
1803,"Cd1Ge1P2_ICSD_600509
",122,122,0.6898,1.84285,Cd2Ge2P4
1804,"Cd1Ge1P2_ICSD_619939
",122,122,0.6939,1.84838,Cd2Ge2P4
1805,"Cd1Ge1P2_ICSD_100467
",122,122,0.6944,1.84905,Cd2Ge2P4
1806,"Cd1Ge1P2_ICSD_657299
",122,122,0.6936,1.84797,Cd2Ge2P4
1807,"Cd1Ge1P2_ICSD_22186
",122,122,0.6957,1.8508,Cd2Ge2P4
1808,"Cd1Ge1P2_ICSD_42895
",122,122,0.6943,1.84892,Cd2Ge2P4
1809,"Cd1Ge1P2_ICSD_619941
",122,122,0.6935,1.84784,Cd2Ge2P4
1810,"Na1Nb1O3_ICSD_76432
",17,17,1.885,3.45398,Na8Nb8O24
1811,"Na1Nb1O3_ICSD_250257
",57,57,2.3719,4.11032,Na8Nb8O24
1812,"Na1Nb1O3_ICSD_247310
",57,57,2.3609,4.09549,Na8Nb8O24
1813,"Na1Nb1O3_ICSD_23239
",57,57,2.3613,4.09603,Na8Nb8O24
1814,"Ba2Cu1F6_ICSD_100028
",64,64,2.6969,4.54842,Ba4Cu2F12
1815,"Ca2Nb2O7_ICSD_22411
",227,227,1.7677,3.29586,Ca4Nb4O14
1816,"Ca2Nb2O7_ICSD_72206
",227,227,1.7737,3.30395,Ca4Nb4O14
1817,"Na1Nb1O3_ICSD_9645
",161,161,2.7122,4.56905,Na2Nb2O6
1818,"Na1Nb1O3_ICSD_28152
",161,161,2.6855,4.53305,Na2Nb2O6
1819,"Na1Nb1O3_ICSD_280100
",127,127,1.8576,3.41704,Na2Nb2O6
1820,"Na1Nb1O3_ICSD_23563
",127,127,1.8633,3.42473,Na2Nb2O6
1821,"Na1Nb1O3_ICSD_280098
",63,63,1.9706,3.56937,Na4Nb4O12
1822,"Na1Nb1O3_ICSD_247314
",62,62,2.1602,3.82495,Na4Nb4O12
1823,"Na1Nb1O3_ICSD_247318
",26,26,2.3591,4.09307,Na4Nb4O12
1824,"Na1Nb1O3_ICSD_247315
",62,62,2.1742,3.84382,Na4Nb4O12
1825,"Mn1P4_ICSD_100786
",2,2,0.989,2.24617,Mn2P8
1826,"Mn1P4_ICSD_23334
",2,12,0.0,0.0,Mn2P8
1827,"K2Mn1O4_ICSD_22245
",62,62,0.473,1.5506,K8Mn4O16
1828,"Mo1O2_ICSD_80830
",14,14,0.0,0.0,Mo4O8
1829,"Mo1O2_ICSD_644064
",14,14,0.0,0.0,Mo4O8
1830,"Mo1O2_ICSD_24322
",14,14,0.0,0.0,Mo4O8
1831,"Mo1O2_ICSD_36263
",4,14,0.0,0.0,Mo4O8
1832,"Mo1O2_ICSD_152316
",14,14,0.0,0.0,Mo4O8
1833,"Mo1O2_ICSD_23722
",14,14,0.0,0.0,Mo4O8
1834,"Mo1O2_ICSD_108875
",14,14,0.0,0.0,Mo4O8
1835,"Ca2Ge1S4_ICSD_619332
",62,62,2.493,4.27356,Ca8Ge4S16
1836,"Ca2Ge1S4_ICSD_23416
",62,62,2.498,4.2803,Ca8Ge4S16
1837,"Cs1Li1Mo1O4_ICSD_20805
",216,216,4.321,6.73771,Cs1Li1Mo1O4
1838,"Ba2Co1F6_ICSD_21057
",139,139,3.7684,5.9928,Ba2Co1F6
1839,"Cs1In3O5_ICSD_23630
",62,62,1.5969,3.06562,Cs4In12O20
1840,"Ca1Ga2O4_ICSD_9276
",14,14,3.0749,5.05797,Ca8Ga16O32
1841,"Ca1Ga2O4_ICSD_21042
",33,33,3.0819,5.0674,Ca8Ga16O32
1842,"Cd1I2_ICSD_37385
",166,166,2.4365,4.1974,Cd3I6
1843,"Cd1I2_ICSD_42269
",166,166,2.4317,4.19093,Cd3I6
1844,"Cd1I2_ICSD_20745
",164,164,2.3551,4.08767,Cd3I6
1845,"Cd1I2_ICSD_42252
",164,164,2.3552,4.08781,Cd3I6
1846,"Cd1I2_ICSD_42207
",156,156,2.3815,4.12326,Cd3I6
1847,"Bi1I3_ICSD_36182
",148,148,2.5039,4.28826,Bi2I6
1848,"Bi1I3_ICSD_187305
",148,148,2.4893,4.26858,Bi2I6
1849,"Bi1I3_ICSD_187605
",148,148,2.4893,4.26858,Bi2I6
1850,"Bi1I3_ICSD_56573
",148,148,2.5185,4.30794,Bi2I6
1851,"Bi1I3_ICSD_53634
",148,148,2.5045,4.28907,Bi2I6
1852,"Bi1I3_ICSD_26083
",148,148,2.5043,4.2888,Bi2I6
1853,"Bi1I3_ICSD_187606
",148,148,2.4877,4.26642,Bi2I6
1854,"Bi1I3_ICSD_56570
",148,148,2.5056,4.29055,Bi2I6
1855,"Bi1I3_ICSD_78791
",148,148,2.5164,4.30511,Bi2I6
